battery,t_bucket,arr,bp,fever,action,q
10,37,1,0,0,0,1,254.08036783068673
10,38,0,1,0,1,1,257.09677062299505
10,46,0,0,1,1,2,251.58365014462444
10,47,1,0,0,0,0,253.70630849419047
10,48,0,0,1,1,2,251.10765716085552
10,49,0,1,0,0,3,263.91697233235783
10,51,1,1,1,0,5,277.73378852126785
10,52,0,0,0,1,5,250.44848176704056
10,53,1,0,0,0,1,265.2464650645966
10,54,1,0,0,1,2,260.90589523155177
10,3,1,0,0,0,2,255.1959489329461
10,4,0,0,0,1,0,254.5674457348972
10,11,0,0,1,1,6,258.25165320503856
10,14,0,0,0,0,0,250.95694594026384
10,17,1,0,0,1,0,253.9896371917452
10,18,0,0,0,1,5,251.85387261807276
10,19,0,1,0,0,1,255.4039271758437
10,20,1,1,1,0,3,287.5478842628345
10,21,0,0,0,1,2,254.74211393368316
10,22,0,1,1,0,5,262.99936296334766
10,24,0,1,1,0,5,280.3681797468436
10,26,1,0,0,0,6,264.5629618142965
10,27,1,0,0,1,7,277.25737697861166
10,28,1,0,1,1,2,259.2092709582038
10,34,0,1,1,1,5,271.53077421204273
10,35,0,1,1,0,4,258.20339224905024
10,36,1,1,0,0,0,255.29196009839657
10,37,0,1,0,1,7,267.1197867974768
10,38,0,0,1,0,6,256.4460977829585
10,40,1,1,0,0,4,278.07415732344515
10,41,0,0,1,1,0,246.5167193849793
10,44,0,1,0,1,7,267.00957970713256
10,48,0,1,0,0,5,249.3985294118294
10,49,0,1,0,0,2,262.3855545735939
10,51,0,1,0,0,7,268.0908508961096
10,52,1,0,0,0,7,271.1542436485829
10,53,0,0,1,1,0,257.9638366561649
10,56,0,0,1,0,4,251.78015599035484
10,57,0,1,0,0,6,266.52660273566755
10,58,1,1,0,0,0,255.93897837420482
10,0,1,1,0,0,2,268.0943755838225
10,6,0,1,1,0,6,267.41888201028206
10,9,0,0,1,0,4,255.2282958543679
10,11,0,1,0,0,3,261.14404284502433
10,13,0,1,0,1,1,259.52959585549206
10,16,0,1,0,0,0,256.22372963755333
10,21,0,1,1,0,3,288.8294572985843
10,26,0,1,0,0,3,272.4688993718907
10,28,0,0,0,0,6,252.3712978449913
10,29,1,0,1,0,0,256.14208807004275
10,30,0,0,0,1,5,251.99328550889527
10,31,0,0,0,0,2,252.12523569397666
10,34,0,0,0,0,2,252.0311783429898
10,36,0,1,0,0,6,266.22950797437966
10,37,0,0,1,0,4,258.19583786790554
10,38,0,1,0,0,5,254.60049363088027
10,40,0,0,0,0,7,253.3039054619636
10,42,0,0,0,0,3,250.17729337952576
10,44,0,0,0,0,5,251.45090141196508
10,50,0,0,1,0,5,268.33843819604266
10,54,0,0,0,0,3,251.60776550612445
10,56,1,0,0,0,6,265.1381328071734
10,1,0,0,1,0,5,263.92050319865643
10,9,0,1,0,0,2,262.5768804587844
10,17,0,1,0,0,0,252.7280219742625
10,23,0,0,1,0,6,259.11981008604226
10,24,1,0,1,0,0,257.08414073912303
10,25,1,1,0,1,3,270.22904221672076
10,28,1,0,0,1,6,271.74691828648093
10,29,1,0,1,1,3,281.1830311922611
10,30,0,0,1,1,0,261.99077627313125
10,32,0,0,0,0,7,253.38501302494794
10,36,0,1,0,1,4,266.0063840164682
10,38,0,1,1,0,2,264.0183810496727
10,40,1,0,0,1,0,252.86034873485676
10,41,1,1,0,1,7,280.20370926218106
10,45,0,1,0,0,4,253.97139240720955
10,46,0,1,0,0,0,252.44958715965666
10,47,1,0,1,0,5,271.2366042394407
10,48,0,0,0,1,7,250.70461550982077
10,49,0,0,1,0,6,257.3883770421796
10,50,1,1,1,0,6,285.12411091161624
10,51,0,1,0,1,4,255.13486249781664
10,55,1,0,0,1,2,250.2110206011222
10,56,0,1,0,1,2,271.961509143903
10,57,0,1,1,0,4,249.82096206153702
10,59,1,1,0,0,1,249.90504265111358
10,0,1,1,0,1,2,266.2385290063215
10,1,0,0,0,1,5,248.80546093726198
10,3,0,0,1,0,7,272.4290142829243
10,4,1,0,0,0,0,254.8510387494225
10,7,0,0,1,0,4,259.862438578886
10,8,0,0,0,0,0,255.13636942665622
10,12,0,0,0,1,6,257.2436209425015
10,15,0,1,1,0,7,279.526138313378
10,20,1,1,1,0,2,272.95714939437886
10,21,1,1,0,1,7,275.900362135238
10,24,0,1,0,1,3,268.10389185426357
10,25,0,0,0,0,1,248.22902848201002
10,26,1,0,0,0,2,251.43566451975332
10,28,1,0,1,0,1,265.30702127583277
10,29,1,0,0,1,1,263.4495987701552
10,30,1,1,1,1,3,293.6837649352472
10,31,1,0,0,1,2,252.6436446858692
10,32,1,1,0,1,7,285.19689663060916
10,36,1,1,1,0,4,274.09920220753725
10,37,1,1,0,1,5,272.1118263178382
10,38,1,0,1,1,3,270.1524625638276
10,40,1,0,0,0,0,252.19661612811115
10,45,0,1,0,0,1,261.4481983170689
10,48,1,1,0,0,5,264.57041480855855
10,50,1,1,0,0,0,259.3833787198525
10,53,0,0,1,1,4,259.83154137730156
10,54,1,0,0,0,1,252.52441929657974
10,55,0,0,0,1,0,247.59115295038973
10,58,0,1,0,1,6,268.43110829999364
10,59,1,0,0,0,4,264.11163188429623
10,3,1,1,0,1,1,249.59295014387828
10,4,0,0,0,1,1,253.1599152881034
10,7,0,1,1,0,7,280.959875042664
10,14,1,0,0,0,7,268.29485335394304
10,15,0,1,0,1,5,256.2052700754782
10,17,1,0,1,0,5,278.2071124630005
10,19,1,0,1,0,6,280.56538970159374
10,20,1,0,0,1,1,255.18407273721462
10,23,1,1,0,0,4,274.2109020366441
10,27,1,0,0,0,5,267.8791335204235
10,28,0,1,0,1,6,268.2551660354943
10,30,0,1,0,0,1,256.42238932664594
10,31,0,1,1,0,2,272.4366518841758
10,35,1,1,1,0,5,284.28364772963516
10,37,0,1,1,0,1,274.7153469474045
10,38,1,0,0,0,0,254.55291605609634
10,42,0,1,1,0,6,266.2080905098431
10,43,0,0,0,0,3,247.48719621068057
10,51,0,1,0,0,6,272.232059834415
10,55,1,1,1,0,1,277.72230558382967
10,56,0,1,0,1,3,272.2375945325516
10,0,1,0,0,1,2,249.71358235315017
10,1,0,0,1,1,2,250.424165246157
10,3,1,0,1,0,1,268.0618462282725
10,5,0,0,0,0,3,248.9232402995506
10,6,1,1,0,0,0,262.0821511325995
10,7,1,0,1,1,1,271.5192174718725
10,8,0,1,1,1,0,250.22604007857205
10,9,1,1,0,0,2,269.1510387456718
10,12,1,0,0,1,2,249.6257679587108
10,14,0,1,1,0,7,279.73856612800495
10,15,0,0,1,0,5,266.5557358604927
10,17,0,0,0,1,5,249.60859551232457
10,24,1,1,1,0,3,288.29820822929514
10,30,1,1,0,0,5,271.81840933415015
10,31,1,1,1,1,3,301.885557272005
10,36,0,0,1,0,5,267.584982373111
10,38,0,1,0,0,7,265.8958226376047
10,45,1,1,0,0,0,251.14970118058534
10,46,1,1,1,1,0,255.71611912042468
10,54,0,0,1,0,6,258.9897124306335
10,56,0,0,0,1,6,250.55179519945784
10,57,0,0,0,0,6,249.28206334819563
10,0,0,1,1,0,2,275.9252343466531
10,3,1,0,0,0,5,268.0160306964697
10,4,0,0,1,1,0,257.3641300964737
10,6,0,1,1,0,2,265.7894177414148
10,7,1,0,1,0,4,278.3093139511665
10,8,0,1,1,1,2,267.95710412744694
10,10,1,0,1,0,1,271.8292373526898
10,12,0,1,0,0,4,261.1908306253054
10,13,0,1,0,0,7,268.45938640452647
10,16,1,0,0,0,4,268.7079068456527
10,17,0,0,0,1,0,252.6337191765972
10,23,0,1,0,1,3,271.85155329532745
10,24,0,1,0,0,4,256.8567555176096
10,25,1,1,0,0,6,282.6922283055771
10,26,1,1,1,1,7,299.8228344891311
10,27,0,1,0,1,0,251.35862066945822
10,29,1,1,0,1,4,277.2749375327289
10,30,0,1,0,1,1,262.20265979669006
10,36,1,0,0,0,3,257.5744960419593
10,37,0,1,0,1,5,254.11440107822324
10,38,1,1,0,0,3,276.33991169264107
10,41,0,1,0,1,1,255.59140196312683
10,42,1,0,0,0,5,268.7975736012554
10,44,1,1,0,0,4,264.1074786663636
10,45,1,0,0,1,3,245.58056079235982
10,46,1,0,1,1,6,266.28318361310374
10,47,0,0,0,1,4,251.23896227249628
10,49,1,0,0,0,5,268.64474693522754
10,50,0,0,1,1,1,273.4689286455146
10,51,0,0,1,0,7,267.1381211541519
10,53,0,1,0,0,4,254.2519710372234
10,55,1,1,0,1,2,276.6072447190201
10,56,1,1,1,1,5,274.1637800093889
10,57,0,0,0,1,4,254.33783993534115
10,58,1,0,1,0,6,267.23100628212126
10,0,0,1,0,0,6,261.9530326149408
10,2,0,0,1,0,2,250.22841197052657
10,5,1,0,0,1,0,259.51589882147744
10,8,1,0,0,0,7,268.3380356507707
10,11,0,0,0,0,5,253.44061424821902
10,13,0,1,0,0,5,255.58013704059272
10,14,0,1,0,0,0,254.25189348057646
10,16,0,1,0,1,2,266.6681157380292
10,18,0,1,0,1,4,259.89561067453474
10,20,0,0,0,1,5,244.03509600061895
10,22,1,1,0,0,5,271.2082036907293
10,25,0,1,0,1,1,253.46601014234676
10,27,0,0,0,1,1,254.59258573733402
10,29,0,0,0,1,7,258.32015713585
10,30,1,0,0,0,3,262.21323025622604
10,31,1,1,1,1,7,311.3313678836997
10,33,0,0,0,1,1,251.62684138943968
10,35,1,0,0,0,6,269.6020516668571
10,37,1,0,0,0,5,265.7703798543079
10,44,0,1,0,0,3,268.92205803277636
10,47,0,1,0,1,7,270.8979704096765
10,52,0,1,1,0,4,252.98265293274952
10,53,0,1,0,0,5,256.65328826761845
10,0,1,0,0,1,7,261.3177347837
10,1,0,0,1,1,6,252.897265391032
10,5,1,0,1,0,1,281.32687572445207
10,12,0,1,0,1,5,259.6362974058666
10,14,1,1,1,1,2,262.99866675025555
10,15,0,1,0,1,1,252.38023676827828
10,16,0,0,1,0,1,272.518861945705
10,22,0,0,0,0,1,252.65736501192015
10,28,0,1,1,0,0,262.93414596878307
10,31,0,1,0,0,7,267.5385946103911
10,32,1,1,0,0,0,257.3121607180078
10,33,1,1,0,1,3,272.395172217415
10,34,0,0,1,1,2,265.0176005884346
10,38,0,0,1,0,3,266.7951467849844
10,39,1,0,1,0,1,271.980355292309
10,42,1,0,1,0,7,278.88710758049353
10,45,1,1,0,0,2,269.2532728780662
10,46,1,0,0,1,1,250.0424754667681
10,47,0,1,0,1,3,269.9311073192679
10,48,1,0,1,0,1,275.6860249340635
10,49,0,1,0,1,5,253.90694175021397
10,51,1,1,1,0,3,276.0344920384694
10,52,0,0,0,1,0,250.43303033779443
10,54,0,0,0,0,0,253.86580908385483
10,56,1,0,1,0,0,259.77361578846694
10,57,1,1,0,1,1,258.69952533528453
10,58,0,0,0,1,6,251.79299531738585
10,59,1,0,1,0,6,264.58094611073466
10,0,0,0,1,1,0,250.6694441608697
10,2,1,0,1,0,3,274.96182323234603
10,3,1,1,0,1,4,265.00129104957085
10,7,0,0,1,1,6,259.76977836746187
10,15,1,1,0,0,6,284.0968975945226
10,16,0,1,0,1,1,259.72395385754686
10,17,1,1,0,0,7,286.47792500524145
10,21,0,0,0,1,1,255.00778266150624
10,24,1,0,0,0,0,254.067514327061
10,28,1,0,0,0,6,281.55588006305396
10,29,1,1,1,1,5,282.3135657466601
10,30,0,0,0,1,1,253.14264226875395
10,32,0,0,0,1,5,255.5811599769055
10,33,1,0,0,0,4,272.3186469994957
10,37,0,0,0,0,7,251.5001537565343
10,38,0,0,0,0,6,250.88532481501818
10,39,1,0,0,0,4,269.45166070585424
10,40,1,1,0,1,5,286.918345325584
10,41,0,1,1,1,2,289.1807009679796
10,43,1,0,1,1,4,262.26839293099755
10,44,0,0,0,1,7,251.34139315569317
10,45,0,1,0,0,0,249.73637652349075
10,47,1,0,0,1,4,259.04615385735195
10,48,1,0,0,1,1,248.26401759282336
10,49,1,1,0,1,1,247.084711126514
10,52,1,1,0,0,4,280.587137785664
10,53,0,1,0,1,0,261.7033198798985
10,56,1,0,1,0,7,289.33527346887615
10,58,0,0,0,1,7,250.4904078156347
10,1,1,0,0,0,5,268.57387742359873
10,2,1,0,1,1,4,279.29243103462323
10,3,0,1,0,1,2,272.16307756221227
10,4,0,1,0,0,4,263.4244655153183
10,7,0,0,0,1,5,261.1272701658005
10,9,1,1,1,0,2,290.9248242726548
10,11,1,1,0,1,4,281.51647486125376
10,13,1,0,1,1,4,265.3835015362195
10,14,0,0,0,1,1,250.21101705724607
10,19,1,0,0,1,3,257.93860906594676
10,20,0,1,0,1,6,271.1937291445921
10,23,0,1,0,0,0,260.9741468525044
10,24,0,0,1,0,0,259.15569014197274
10,25,0,0,0,0,4,249.39791716721976
10,27,0,1,0,1,3,262.67317666151166
10,31,0,0,0,1,7,255.44403733181127
10,32,1,1,0,0,2,273.1866983475584
10,35,1,1,1,1,7,301.5497164118515
10,37,0,1,1,0,7,283.949274363937
10,40,0,0,0,1,4,256.2986156895688
10,41,0,0,0,0,3,250.37083403380447
10,42,1,0,0,0,0,260.11549313631207
10,44,1,0,0,1,1,258.19417083533943
10,45,1,1,0,1,6,282.0648150131762
10,46,0,0,0,1,5,252.5647012095711
10,51,0,1,0,0,5,255.9778021275954
10,52,1,0,1,0,4,272.23777351710623
10,55,1,0,0,0,5,265.83183764141484
10,56,0,0,0,1,1,249.94398719295
10,0,0,0,1,0,0,255.52913994713833
10,1,1,0,1,0,1,276.32663242083413
10,7,1,1,0,1,7,280.45628208766357
10,13,1,0,0,0,2,257.58723882114873
10,14,0,0,0,1,3,248.64445959499142
10,16,0,0,0,0,6,251.6538482471431
10,17,1,1,0,0,5,270.25483944680184
10,18,0,1,1,1,1,260.3493537984127
10,23,0,0,0,0,5,249.68123692646543
10,24,1,0,0,0,1,253.71654366866136
10,25,0,0,0,1,7,247.29444716792824
10,32,1,1,0,0,5,279.65334120687385
10,33,0,0,0,1,2,250.531538882865
10,36,1,0,0,1,5,264.8378349090448
10,37,0,0,0,1,3,248.34566609033243
10,38,1,0,0,0,4,266.45278118275866
10,39,0,0,0,1,0,254.068579770139
10,40,0,1,0,0,7,267.7439206198081
10,41,1,1,0,0,2,269.7686462601054
10,44,0,1,1,0,3,291.1039997398458
10,46,1,0,1,1,0,251.0899385576264
10,54,0,1,1,0,6,281.31593687029846
10,55,0,0,0,0,1,251.48522401719262
10,56,0,1,0,0,0,256.00679229726535
10,58,0,1,0,1,5,259.11758410175054
10,3,0,0,1,0,6,259.4156604264506
10,4,0,1,1,0,6,270.80166413281177
10,5,1,0,1,0,0,273.451785870788
10,6,0,1,0,1,3,271.51234529600475
10,7,1,0,1,0,0,259.29212672128426
10,15,1,1,1,0,4,269.2824704475112
10,16,1,0,0,1,6,262.93838197566146
10,17,0,1,0,1,0,248.9438505090307
10,18,0,0,0,0,4,248.80170502110934
10,19,1,0,1,0,0,255.87208891582276
10,20,0,0,1,1,1,264.4812855098294
10,23,0,1,0,0,7,266.694124783195
10,26,0,0,0,0,3,251.365392062702
10,33,0,1,1,0,3,280.572353288568
10,35,1,0,0,0,0,264.53285496968863
10,36,0,0,1,1,2,258.5176069827348
10,39,1,0,1,1,0,248.5295431380863
10,40,1,0,0,1,6,261.8887214263324
10,46,0,0,1,0,1,264.97997108229174
10,49,1,0,0,1,7,266.7494865271647
10,50,0,0,0,1,1,250.86208978557545
10,51,1,1,0,0,2,272.6462565614936
10,52,0,0,0,1,1,249.48787073548112
10,55,0,1,0,0,4,252.62243928775516
10,59,1,1,0,0,3,270.09838187599473
10,1,0,1,1,0,7,281.5252798419166
10,3,0,1,1,1,0,264.111458992499
10,8,1,0,0,0,1,262.548930969054
10,9,1,1,0,1,3,280.36138505869997
10,19,1,1,1,0,4,269.46765307698575
10,23,1,0,0,0,2,256.5243400660434
10,24,1,0,0,1,7,269.2252033617731
10,27,1,0,1,0,0,265.2713453025114
10,28,0,1,0,1,3,267.97363995402816
10,30,0,0,0,1,3,253.03788484923268
10,31,0,1,0,0,1,256.8942545911721
10,32,0,0,0,0,0,255.12784064234808
10,35,1,1,1,0,4,273.1723342756006
10,40,0,1,0,0,5,262.54355983284677
10,44,0,1,0,1,6,266.70265602227107
10,45,1,1,0,0,4,272.75097910750605
10,50,0,1,0,1,1,253.77621238850878
10,52,0,0,0,0,3,250.74952636778718
10,53,1,0,1,0,3,281.70836905828446
10,54,1,1,0,1,0,251.34727416444596
10,55,1,0,1,1,1,264.56371686845733
10,56,0,0,0,1,2,250.35055481581043
10,57,1,0,1,0,3,265.04981550356507
10,0,0,0,1,0,1,271.52771909851816
10,1,0,0,1,0,0,255.81539804818618
10,5,0,0,1,1,0,252.22766623862816
10,7,0,0,1,0,3,268.564959277423
10,8,1,1,0,0,1,254.99495236374193
10,9,1,0,0,1,2,258.6910694897062
10,10,0,1,0,1,2,274.6868314216618
10,11,0,1,1,0,3,288.64841318986106
10,13,1,0,0,0,4,267.629610501759
10,14,0,1,0,1,0,256.6275681143349
10,16,0,0,0,0,4,251.554349259703
10,19,0,0,1,0,6,261.4326681313846
10,22,0,1,0,0,2,263.57391967992623
10,25,1,0,0,0,4,273.7730487584881
10,27,0,0,1,0,4,261.31088010468096
10,33,1,1,0,0,0,254.94836992080752
10,34,0,0,0,1,0,255.39851758872058
10,36,0,0,1,0,6,259.1833090690965
10,37,1,0,0,0,2,248.83306887760807
10,39,0,0,0,0,1,252.72084457799727
10,43,1,1,0,1,5,276.8263812657718
10,45,0,0,1,0,7,265.65951627299984
10,47,0,1,1,0,0,261.2380825184915
10,48,1,0,0,0,1,252.25076570745773
10,50,0,0,0,0,3,251.46464894036262
10,53,1,1,0,0,1,257.68924193296914
10,55,1,0,0,0,6,264.44832962343014
10,56,1,1,0,1,1,254.49173051823286
10,1,0,0,1,0,7,266.92421544166984
10,2,1,0,1,0,4,268.542446306218
10,4,0,1,0,0,0,257.3580359434511
10,11,0,0,0,1,5,249.33124299781196
10,14,0,1,0,1,1,258.7734121820473
10,15,1,0,0,0,1,256.8369043100568
10,18,1,0,0,0,6,267.84345105581826
10,20,1,0,0,0,5,268.7903833100328
10,21,0,0,0,1,0,254.9962340227879
10,26,1,1,0,0,1,263.53248784857897
10,32,0,0,0,0,3,257.9015233721852
10,34,0,1,0,0,7,272.08116587978265
10,35,1,0,0,0,4,271.41796246553685
10,36,1,1,1,1,3,294.4826903762878
10,41,0,1,1,0,2,272.43537909940784
10,43,0,0,1,1,7,268.9516116097211
10,47,0,1,1,0,4,265.5506806662065
10,49,0,1,1,0,6,258.6044318793984
10,54,1,1,0,0,4,266.5730786136058
10,55,1,0,0,1,6,261.2027225959645
10,0,0,0,0,0,7,247.04592757195584
10,1,0,0,0,0,3,249.48304679530708
10,7,0,1,0,1,0,253.8582743211506
10,9,0,0,1,0,7,271.8620940973984
10,10,0,1,1,0,6,273.2627962040759
10,17,1,1,0,0,2,272.03026041936323
10,24,1,1,0,0,5,270.4738687442564
10,26,1,0,0,0,7,263.9216732649562
10,28,0,0,0,0,4,252.47573711675096
10,29,0,0,1,0,3,268.73113062777776
10,33,0,0,0,1,5,251.6318305245564
10,34,1,1,1,0,3,289.64880660738476
10,38,0,1,0,1,6,266.47194512846835
10,40,0,1,0,0,2,266.48863151533493
10,41,1,1,0,0,7,288.17245689167726
10,43,0,1,0,0,6,262.83311109004427
10,45,0,0,0,0,5,248.17865802451507
10,47,0,0,1,1,6,255.35438346780344
10,49,0,1,0,1,0,246.99195636298137
10,51,0,0,1,0,4,247.96438382611638
10,57,1,1,0,0,7,279.8619047622052
10,5,1,0,0,0,4,268.7614502952417
10,6,1,0,0,1,4,270.17752141391014
10,7,0,1,0,1,7,271.7410659840483
10,10,1,1,0,0,7,287.1120661825014
10,11,0,0,0,1,1,247.28670353832277
10,12,1,0,0,0,0,258.6035183712066
10,13,1,1,1,1,1,270.5222300573464
10,16,1,1,0,0,3,274.1951552019717
10,17,0,0,1,1,0,257.88400638660914
10,20,1,1,0,0,0,259.08981791070664
10,21,0,1,0,1,1,261.79839204721475
10,23,0,1,0,0,3,268.0012632066622
10,29,1,0,0,1,7,267.87515528695474
10,30,0,1,0,1,6,273.33528352428124
10,31,0,1,0,0,2,275.6076102367142
10,33,1,1,0,0,2,270.20332777445435
10,35,0,1,0,0,1,259.73543501289333
10,36,0,0,1,0,7,270.65693387032485
10,40,1,0,0,1,2,254.4581048168577
10,41,0,0,0,1,6,251.58013916967292
10,43,1,1,1,1,7,308.5685567812129
10,44,1,0,0,1,3,254.9165645619591
10,45,1,1,1,1,1,283.2794690757498
10,46,1,0,1,1,7,279.471605900867
10,47,0,0,1,1,7,263.52730453361573
10,50,1,1,0,0,6,283.0982210038201
10,53,0,1,1,0,7,285.1616558448104
10,55,0,0,0,1,3,253.39128960681742
10,57,0,1,0,0,3,273.24938323375414
10,0,0,1,1,0,3,290.12560444745554
10,3,1,1,0,0,2,268.8051931559037
10,5,1,0,0,1,5,271.9873678598691
10,7,0,0,1,0,5,268.9505486555095
10,12,1,0,0,1,5,263.34715084686223
10,19,1,0,0,1,6,272.70182630282955
10,20,0,1,0,1,7,265.49067004828066
10,21,0,0,1,0,0,250.1452081466646
10,22,1,0,0,0,0,254.59660901128507
10,26,1,0,1,1,1,273.1161391541091
10,27,1,1,0,1,5,273.42404549871964
10,33,0,1,1,0,6,267.48307595257097
10,35,1,1,0,0,0,260.42241139702566
10,36,1,0,0,1,3,250.99854813692252
10,37,0,1,0,1,3,266.03880710993496
10,40,0,0,1,1,3,271.03565120630054
10,43,0,1,1,1,0,256.16022613959154
10,46,1,1,1,1,5,283.5254278199869
10,49,0,1,0,0,4,252.37360948673825
10,52,0,0,0,1,3,250.49729993919286
10,53,1,1,0,0,6,279.54560648984125
10,54,0,1,0,1,2,269.6613106794075
10,57,0,0,1,0,1,267.6470355311773
10,3,0,0,1,0,3,275.76910222862773
10,7,1,0,1,0,2,257.50661119574335
10,8,0,1,0,1,2,271.5066729711214
10,15,1,1,0,1,7,286.23698628327304
10,17,1,0,0,1,1,257.87458943454084
10,19,1,1,1,1,5,293.5767639136536
10,20,0,1,1,1,2,274.3642610878764
10,23,1,0,0,0,5,267.5195318455636
10,28,1,0,0,0,2,265.9875805828291
10,29,0,1,1,1,6,281.71081353881357
10,31,1,1,0,0,4,275.0158608522211
10,32,0,0,0,1,0,257.82907433947844
10,42,0,1,0,1,5,254.95583838300675
10,45,1,0,0,0,0,250.32870752350811
10,46,0,0,0,1,7,249.16512652693729
10,47,0,0,1,0,6,253.99755609371465
10,49,0,1,0,0,7,264.37996795393815
10,53,1,1,0,0,3,265.06098231843623
10,54,0,1,0,1,7,272.6086582900894
10,58,1,0,1,0,4,267.33741125655695
10,0,0,0,0,1,1,248.98266753291236
10,2,1,1,0,0,3,270.8670937387228
10,6,1,0,0,1,7,271.2766449998329
10,9,1,1,0,0,3,271.66638158393437
10,10,0,0,0,1,1,253.61170331998898
10,17,1,0,1,0,7,284.351391872832
10,18,1,0,1,1,6,265.6211634034631
10,23,0,1,1,0,1,277.93203301918584
10,24,1,1,0,0,7,281.9801543465338
10,25,0,1,1,1,6,264.77983565928736
10,27,1,0,0,1,3,263.4878724212512
10,31,1,1,0,0,7,285.7456880011878
10,32,0,0,1,1,0,260.83931927610433
10,33,1,1,1,0,7,291.92308147311877
10,34,0,0,0,1,5,255.47697768958182
10,36,0,1,0,0,3,263.34140572209867
10,37,1,0,1,0,2,262.4114198853548
10,43,1,0,0,0,4,268.4355331174826
10,45,1,1,0,1,1,254.3230209569793
10,49,0,0,1,1,4,254.35633653640036
10,58,1,0,1,0,2,251.76299042677863
10,2,0,0,1,0,7,262.6940331415473
10,3,0,0,1,0,2,265.94710175519214
10,4,1,0,0,0,7,270.80419912808327
10,7,0,0,0,1,4,256.4342972740203
10,8,1,0,1,0,5,286.16568337389555
10,9,1,0,0,1,6,270.0879663340437
10,12,1,0,1,1,6,282.3290722200344
10,13,1,1,0,1,2,262.52629234991264
10,14,0,0,0,1,6,248.43627992064927
10,15,0,0,1,0,4,251.8724519122794
10,17,0,1,0,0,6,263.8612463626521
10,21,1,1,0,0,1,247.31427818787995
10,22,1,0,0,1,0,255.7151355299328
10,25,1,0,0,0,7,266.67014167677223
10,34,0,0,1,1,4,265.71071171005076
10,36,1,0,0,0,2,252.75125386963623
10,37,1,1,0,1,7,284.51158008396334
10,38,1,1,0,1,7,285.10872538118156
10,39,0,1,1,1,0,258.3321058740487
10,40,1,0,0,0,3,253.96652049259768
10,46,0,0,1,0,3,265.5923988764273
10,47,1,1,0,0,7,279.70699961944035
10,50,1,0,0,1,2,264.27708440617266
10,51,1,1,0,1,7,285.02108296196053
10,52,1,1,1,1,7,310.52530599833386
10,53,0,0,1,1,2,254.57236049203595
10,54,0,0,0,0,7,250.61480311521711
10,55,1,1,0,0,2,270.30434893390276
10,58,0,1,0,0,3,272.3361080805454
10,6,0,0,1,0,6,263.9239135857255
10,10,1,1,1,0,5,272.94549366983557
10,11,0,0,0,1,3,249.35174077429352
10,12,0,1,0,0,0,260.64254841268416
10,14,1,0,1,0,4,270.1572857228802
10,16,1,0,0,0,5,265.8817290941737
10,18,0,1,0,0,2,270.3769753670107
10,19,1,0,1,0,7,286.3303228015183
10,20,1,0,1,1,2,264.8079623177766
10,21,1,0,1,1,4,271.4795110066772
10,25,0,0,0,0,6,253.38874942865914
10,26,0,1,1,0,7,280.0194148263286
10,30,0,0,1,0,5,271.3840901393499
10,32,0,1,0,0,1,257.72622846810333
10,35,0,1,0,1,4,252.14863645467204
10,36,1,1,0,0,6,281.8843725633384
10,40,0,0,1,1,0,263.5874295805256
10,44,0,0,0,1,1,252.58425619551116
10,46,1,1,0,1,3,265.10091098670364
10,49,1,0,1,0,5,278.3391028555983
10,54,1,0,1,0,7,275.0786102895359
10,55,0,0,0,1,6,253.31186413547036
10,56,0,1,0,0,7,264.11593285260415
10,59,1,1,0,0,6,280.87918278550495
10,2,1,0,0,1,6,269.90498474255895
10,3,0,1,1,1,4,262.8739769064036
10,4,1,1,0,0,3,272.4297862588628
10,5,1,0,1,1,6,264.845963607789
10,7,0,1,1,0,5,267.6984686121406
10,12,0,0,0,0,3,247.01639057521575
10,15,1,1,1,0,6,284.98236248427753
10,16,0,0,0,1,7,254.9084560526011
10,20,1,0,0,0,0,258.8091711419907
10,27,0,0,0,1,3,253.4745097391209
10,34,0,1,0,1,7,273.1797922363425
10,39,0,1,0,1,0,251.3458053705082
10,41,0,0,1,0,4,260.26667437430706
10,43,1,0,0,1,7,267.3047798206604
10,48,1,1,1,0,6,284.8819200945379
10,51,0,0,1,0,6,250.4716916706517
10,54,0,0,1,0,2,259.5481575866523
10,57,1,0,0,0,0,253.78996673386789
10,59,1,0,0,0,7,266.44332056727626
10,0,0,0,0,1,5,248.79182943453299
10,15,1,0,0,0,2,257.7424352118276
10,16,0,1,0,1,3,265.3635876148008
10,17,0,0,1,0,5,266.07499231480585
10,20,0,0,1,0,3,259.86871184561
10,24,1,0,1,0,3,272.30457328303294
10,25,1,1,0,1,5,267.1683989473664
10,27,0,1,0,0,4,257.68501954064646
10,28,1,0,1,0,4,266.2524484772565
10,30,0,1,0,0,3,270.06651314334744
10,32,1,1,0,0,3,269.53807421265714
10,33,0,1,0,1,3,273.54715174085993
10,34,1,0,0,0,1,261.98565594085596
10,35,0,0,1,1,5,263.8261433965763
10,38,1,1,0,0,1,256.16692759754926
10,40,0,0,0,1,6,256.6121783741919
10,43,0,0,1,0,1,268.77508603027366
10,45,1,0,0,0,4,262.40313096753863
10,47,1,0,0,1,0,246.87941702851538
10,48,0,0,0,1,4,248.67728774114127
10,52,1,0,1,0,0,257.1474728679514
10,53,0,0,1,1,7,264.1639147313143
10,54,0,1,1,0,2,276.8818950324137
10,56,1,0,0,0,1,255.04217490582823
10,57,0,1,0,1,4,252.58630347721743
10,1,0,0,0,1,0,252.51941429910875
